0,3903
1,4115
2,4241
3,4217
4,4179
5,4195
6,4176
7,4181
8,4001
9,4107
10,4165
11,4352
12,4352
13,4368
14,4441
15,4484
16,3942
17,4125
18,1486
19,1718
20,1663
21,2259
22,1917
23,1605
24,1480
25,1255
26,1017
27,1084
28,1143
29,2653
30,2348
31,2582
32,2874
33,3056
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,3438
52,3795
53,2524
54,3394
55,0
56,1504
57,2882
58,1940
59,1048
60,792
61,731
62,715
63,639
64,674
65,1360
66,2216
67,729
68,2674
69,0
70,305
71,464
72,812
73,3535
74,0
75,0
76,2269
77,3008
78,2567
79,4232
80,3972
81,3830
82,3730
83,3555
84,3469
85,3473
86,3525
87,3576
88,3771
89,3875
90,3948
91,4057
92,4139
93,4151
94,4102
95,4050
96,4009
97,3898
98,4003
99,3991
100,4013
101,4139
102,4116
103,4101
104,4058
105,4040
106,4050
107,4096
108,4131
109,4261
110,4257
111,4349
112,4423
113,4542
114,4537
115,4514
116,4461
117,4463
118,4462
119,4530
120,4511
121,4480
122,4387
123,4390
124,4150
125,0
126,0
127,1166
128,3686
129,3751
130,3691
131,3474
132,3105
133,2998
134,2932
135,2867
136,2891
137,2959
138,2956
139,2939
140,2975
141,3108
142,3108
143,3211
144,3237
145,3273
146,3270
147,3372
148,3470
149,3660
150,3746
151,3817
152,3875
153,3923
154,3961
155,3951
156,4016
157,4002
158,4038
159,4062
160,4073
161,4056
162,4043
163,3989
164,4025
165,4030
166,4088
167,4060
168,3972
169,3995
170,3964
171,3980
172,3980
173,3986
174,4034
175,4031
176,4057
177,4065
178,4059
179,4028
180,4009
181,4007
182,3963
183,3944
184,3982
185,3990
186,3974
187,4000
188,4021
189,4087
190,4152
191,4164
192,4205
193,4293
194,4224
195,4213
196,4226
197,4163
198,876
199,0
200,0
201,1584
202,3936
203,3829
204,3672
205,3521
206,3370
207,3113
208,2940
209,2834
210,2801
211,2768
212,2772
213,2786
214,2872
215,3002
216,3187
217,0
218,0
219,3068
220,3531
221,3814
222,3863
223,3867
224,3752
