0,2108
1,2295
2,2399
3,2366
4,2319
5,2261
6,2257
7,2321
8,2383
9,2368
10,2320
11,0
12,2356
13,2441
14,2454
15,2431
16,2401
17,2348
18,2360
19,2334
20,2300
21,2276
22,2260
23,2269
24,2292
25,2299
26,2294
27,2320
28,2316
29,2357
30,2384
31,2428
32,2445
33,2457
34,2361
35,1549
36,2367
37,2283
38,2207
39,2134
40,1999
41,1928
42,1919
43,1906
44,0
45,0
46,1918
47,1945
48,1938
49,1990
50,1908
51,1879
52,1876
53,1889
54,1897
55,1942
56,1946
57,1921
58,1922
59,1893
60,1868
61,1886
62,1945
63,2009
64,2023
65,2028
66,2054
67,2051
68,2080
69,1
70,0
71,2119
72,2138
73,2125
74,2088
75,2059
76,2001
77,1961
78,1705
79,0
80,0
81,1841
82,1854
83,1814
84,1781
85,1768
86,1761
87,1783
88,1760
89,1742
90,1749
91,1763
92,1764
93,1762
94,1764
95,1763
96,1798
97,1809
98,1848
99,1870
100,1901
101,1909
102,1908
103,1925
104,1915
105,1931
106,1922
107,1912
108,1927
109,1953
110,1959
111,2010
112,1990
113,2038
114,2045
115,2125
116,2156
117,77
118,1620
119,2081
120,0
121,2172
122,2112
123,2101
124,2089
125,2023
126,2006
127,1962
128,1936
129,1887
130,1903
131,1905
132,1966
133,1999
134,2043
135,2087
136,2176
137,2208
138,2241
139,2263
140,2334
141,2355
142,2320
143,0
144,2170
145,2151
146,2118
147,2088
148,2012
149,1979
150,1958
151,1924
152,1862
153,1815
154,1754
155,1734
156,1754
157,1808
158,1877
159,1894
160,1946
161,2102
162,2187
163,2236
164,2327
165,2363
166,2363
167,2366
168,2404
169,2423
170,2432
171,2418
172,2380
173,2378
174,2432
175,2413
176,2315
177,2229
178,2155
179,2141
180,2113
181,2082
182,2064
183,2077
184,2094
185,2190
186,472
187,0
188,2313
189,2313
190,2238
191,2185
192,2096
193,2057
194,2045
195,2025
196,2009
197,1964
198,1958
199,1955
200,1980
201,2002
202,2030
203,2090
204,2174
205,2175
206,2197
207,2187
208,2135
209,2090
210,2054
211,2028
212,2030
213,2047
214,2071
215,2075
216,2105
217,2109
218,2102
219,2095
220,2087
221,2071
222,1963
223,0
224,0
225,1963
226,1947
227,1932
228,0
229,242
230,1842
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,1713
243,1763
244,1769
245,1789
246,1776
247,1744
248,1704
249,1663
250,4
251,0
252,147
253,1660
254,1666
255,1687
256,1726
257,1777
258,1816
259,1829
260,1846
261,217
262,0
263,0
264,1852
265,1907
266,1906
267,1929
268,1934
269,2006
270,2046
271,2084
272,0
273,2153
274,2180
275,2167
276,2154
277,2145
278,2180
279,2254
280,2303
281,2359
282,2421
283,2354
284,2276
285,2168
286,2161
287,2154
288,2146
289,2167
290,2179
291,2220
292,2257
293,2313
294,2318
295,2282
296,2270
297,2244
298,2212
299,2198
300,2175
301,2170
302,2213
303,2187
304,2176
305,2177
306,0
307,2211
308,2228
309,2212
310,2135
311,2098
312,2060
313,2044
314,1998
315,1967
316,1955
317,1962
318,1982
319,2011
320,2045
321,2090
322,2136
323,2164
324,2155
325,2117
326,2136
327,2148
328,2205
329,0
330,2367
331,2427
332,2477
333,2398
334,2337
335,2299
336,2279
337,2334
338,2362
339,2394
340,2434
341,2467
342,2490
343,2553
344,2573
345,2637
346,2709
347,2718
348,2714
349,2609
350,2681
351,2664
352,2640
353,2663
354,2671
355,2695
356,2732
357,2742
358,2744
359,2704
360,2675
361,2651
362,2581
363,2644
364,2667
365,2674
366,0
367,1491
368,2391
369,2339
370,2277
371,2214
372,2199
373,2227
374,2290
375,2326
376,2356
377,2388
378,2427
379,2467
380,2520
381,2565
382,2703
383,2805
384,2858
385,2891
386,2931
387,2949
388,2917
389,2913
390,2838
391,2780
392,2712
393,2646
394,2532
395,2506
396,2461
397,2397
398,2368
399,2348
400,18
401,831
402,2372
403,2377
404,2356
405,2256
406,2235
407,2237
408,2232
409,2239
410,2217
411,2215
412,2215
413,2222
414,2242
415,2220
416,0
417,0
418,1016
419,2167
420,2182
421,2160
422,2163
423,2129
424,2144
425,2168
426,2182
427,2185
428,2208
429,2232
430,2276
431,0
432,0
433,0
434,2457
435,2427
436,2377
437,2308
438,2159
439,2109
440,2052
441,2014
442,1956
443,1965
444,1953
445,2018
446,2117
447,1403
448,0
449,0
450,2198
451,2139
452,2121
453,2021
454,1989
455,1999
456,2002
457,2052
458,2043
459,2044
460,2052
461,2071
462,2135
463,2181
464,2216
465,2231
466,2227
467,2177
468,2069
469,2039
470,2038
471,2080
472,2090
473,2108
474,2100
475,0
476,0
477,2161
478,2161
479,2055
480,2013
481,1991
482,1989
483,2086
484,2110
485,2162
486,2177
487,2175
488,2143
489,2101
490,2071
491,0
492,0
493,72
494,74
495,0
496,1910
497,0
498,0
499,2064
500,2039
501,2024
502,1987
503,1951
504,1939
505,1912
506,1894
507,1908
508,1903
509,1903
510,1911
511,1930
512,1967
513,2029
514,2107
515,2134
516,2157
517,2133
518,2134
519,2102
520,2108
521,2095
522,2096
523,2095
524,2109
525,2141
526,2182
527,2224
528,2273
529,2375
530,2426
531,2449
532,2489
533,2515
534,2518
535,2554
536,2570
537,2585
538,2601
539,2633
540,2633
541,2632
542,2643
543,2666
544,2677
545,2684
546,2682
547,2677
548,2593
549,2402
550,2355
551,2304
552,2265
553,2177
554,2140
555,2148
556,2148
557,2111
558,2193
559,2233
560,2276
561,2327
562,2342
563,2360
564,2350
565,2358
566,2383
567,2419
568,2418
569,2419
570,2419
571,2463
572,0
573,0
574,2296
575,2500
576,2455
577,2367
578,2299
579,2255
580,2185
581,2139
582,2097
583,2036
584,2046
585,2048
586,2047
587,2096
588,2143
589,2230
590,2253
591,2220
592,2203
593,2179
594,2128
595,2133
596,2164
597,2203
598,2322
599,2369
600,2368
601,2391
602,2343
603,2317
604,1
605,0
606,54
607,0
608,0
609,1788
610,0
611,0
612,0
613,0
614,0
615,0
616,1818
617,1927
618,0
619,0
620,590
621,0
622,0
623,1789
624,1774
625,1746
626,1723
627,1739
628,0
629,0
630,1302
631,1843
632,1864
633,1880
634,1895
635,1902
636,1930
637,1924
638,1909
639,1425
640,0
641,8
642,0
643,0
644,0
645,868
646,0
647,0
648,683
649,2173
650,0
651,899
652,2160
653,2050
654,2034
655,2005
656,1984
657,1974
658,1951
659,1880
660,0
661,0
662,0
663,222
664,2017
665,2047
666,2054
667,2089
668,2087
669,2133
670,2176
671,2232
672,2272
673,2285
674,2256
675,2233
676,2199
677,2211
678,2311
679,2372
680,2402
681,2478
682,2484
683,2473
684,2494
685,2529
686,2562
687,0
688,0
689,2419
690,2502
691,2433
692,2388
693,2320
694,2160
695,2320
696,2309
697,2323
698,2263
699,2214
700,2187
701,2138
702,2131
703,2135
704,2141
705,2134
706,2144
707,2140
708,2172
709,2196
710,2222
711,2311
712,2364
713,2414
714,2452
715,2516
716,2496
717,2516
718,2528
719,2462
720,2441
721,2426
722,2412
723,2472
724,2512
725,2549
726,2585
727,2572
728,2542
729,2512
730,2479
731,2392
732,2370
733,2341
734,2341
735,2334
736,632
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,2
746,2254
747,0
748,0
749,647
750,0
751,7
752,1828
753,0
754,1819
755,1845
756,1847
757,1878
758,1991
759,2056
760,2100
761,2098
762,2090
763,2107
764,2113
765,2168
766,2331
767,2425
768,0
769,2312
770,2468
771,0
772,0
773,2482
774,2492
775,2478
776,2483
777,2452
778,2499
779,2507
780,2479
781,2480
782,2448
783,2445
784,2448
785,2416
786,2463
787,2496
788,2565
789,2709
790,2763
791,2805
792,2828
793,2819
794,2784
795,2753
796,2708
797,2699
798,2721
799,2774
800,2891
801,2925
802,2915
803,2901
804,2881
805,2849
806,2870
807,2897
808,2897
809,2961
810,3006
811,3085
812,3139
813,3215
814,3276
815,3347
816,3383
817,3414
818,3401
819,3399
820,3404
821,3385
822,3446
823,3477
824,3510
825,3518
826,3553
827,3542
828,3573
829,3555
830,3520
831,3512
832,3533
833,3526
834,3488
835,3490
836,3499
837,3472
838,3446
839,3435
840,3438
841,3437
842,3459
843,3485
844,3474
845,3457
846,3448
847,3474
848,3505
849,3562
850,3591
851,3604
852,3623
853,3644
854,3660
855,3651
856,3727
857,3775
858,3864
859,3928
860,3770
861,3866
862,3876
863,3926
864,3929
865,3947
866,3928
867,3899
868,3868
869,3814
870,3831
871,3786
872,3815
873,3817
874,3817
875,3817
876,3822
877,3858
878,3883
879,3761
880,3781
881,3841
882,3808
883,3757
884,3743
885,3720
886,3746
887,3813
888,3759
889,3751
890,3719
891,3686
892,3649
893,3644
894,3634
895,3693
896,3606
897,3615
898,3483
899,3550
900,3543
901,3606
902,3649
903,3699
904,3689
905,3676
906,3686
907,3670
908,3669
909,3689
910,3697
911,3738
912,3781
913,3950
914,3964
915,4067
916,4113
917,4174
918,4179
919,4235
920,4257
921,0
922,0
923,4048
924,1
925,0
926,3064
927,4248
928,0
929,0
930,0
931,4027
932,4208
933,4184
934,4168
935,4149
936,4134
937,4141
938,4188
939,4190
940,4190
941,4212
942,4247
943,7
944,0
945,3336
946,4346
947,4426
948,4401
949,4404
950,4387
951,4366
952,4365
953,4351
954,4324
955,3413
956,0
957,0
958,2302
959,4213
960,4274
961,4323
962,4334
963,4323
964,4298
965,4287
966,4254
967,4215
968,103
969,476
970,0
971,0
972,2543
973,4313
974,0
975,44
976,4184
977,4334
978,4316
979,4282
980,4258
981,4261
982,4248
983,4126
984,4210
985,4263
986,4319
987,4362
988,4430
989,4456
990,0
991,0
992,4169
993,4550
994,4588
995,4673
996,4672
997,4698
998,4700
999,4708
1000,4531
1001,0
1002,0
1003,4648
1004,168
1005,0
1006,1322
1007,4805
1008,4850
1009,4859
1010,4868
1011,4837
1012,4825
1013,4807
1014,4819
1015,4812
1016,4832
1017,4878
1018,4878
1019,4914
1020,4901
1021,4901
1022,4914
1023,4897
1024,4877
1025,4918
1026,4891
1027,0
1028,1218
1029,4991
1030,2655
1031,0
1032,431
1033,5014
1034,3185
1035,0
1036,0
1037,0
1038,3202
1039,4296
1040,4254
1041,2352
1042,4637
1043,4644
1044,4643
1045,4637
1046,4580
1047,4538
1048,4565
1049,4563
1050,0
1051,0
1052,4379
1053,4563
1054,4633
1055,4672
1056,4686
1057,4692
1058,4715
1059,4731
1060,4724
1061,4700
1062,0
1063,0
1064,4417
1065,4722
1066,4750
1067,4777
1068,4814
1069,4825
1070,4836
1071,4820
1072,4768
1073,4778
1074,4859
1075,4807
1076,4844
1077,4842
1078,0
1079,6
1080,3714
1081,4409
1082,4005
1083,4319
1084,4361
1085,4377
1086,4363
1087,4339
1088,4315
1089,4285
1090,3598
1091,4525
1092,4507
1093,4547
1094,0
1095,1656
1096,4474
1097,4527
1098,4593
1099,4595
1100,4616
1101,4596
1102,4597
1103,4628
1104,4608
1105,4588
1106,4564
1107,0
1108,0
1109,2067
1110,4577
1111,4596
1112,4598
1113,4618
1114,4597
1115,4593
1116,4615
1117,4589
1118,4558
1119,4561
1120,4569
1121,0
1122,0
1123,4509
1124,4571
1125,4584
1126,4601
1127,4582
1128,4612
1129,4601
1130,4622
1131,4590
1132,4571
1133,4596
1134,4593
1135,4611
1136,4068
1137,0
1138,4317
1139,0
1140,0
1141,155
1142,4516
1143,4488
1144,0
1145,0
1146,261
1147,0
1148,0
1149,58
1150,4286
1151,4152
1152,4012
1153,3895
1154,3724
1155,3794
1156,3816
1157,3941
1158,3926
1159,3914
1160,18
1161,0
1162,3316
1163,3709
1164,3826
1165,0
1166,0
1167,3512
1168,3982
1169,3969
1170,3962
1171,4041
1172,4152
1173,4223
1174,4293
1175,622
1176,0
1177,2731
1178,3969
1179,3873
1180,3812
1181,3868
1182,3926
1183,3915
1184,3869
1185,3877
1186,3902
1187,3909
1188,3912
1189,3922
1190,3984
1191,3194
1192,0
1193,0
1194,3861
1195,3950
1196,3980
1197,4025
1198,4093
1199,4132
1200,4163
1201,0
1202,1982
1203,3682
1204,3782
1205,3857
1206,3753
1207,3758
1208,3730
1209,3686
1210,3676
1211,3661
1212,3634
1213,3620
1214,3607
1215,222
1216,222
1217,3560
1218,3588
1219,3703
1220,0
1221,0
1222,2085
1223,3632
1224,3642
1225,3660
1226,3626
1227,3637
1228,0
1229,0
1230,1943
1231,3654
1232,3649
1233,3684
1234,3690
1235,0
1236,0
1237,1762
1238,2953
1239,3131
1240,2787
1241,3439
1242,3681
